Instance,cbo_sum,wmc_sum,dit_sum,rfc_sum,lcom_sum,totalMethods_sum,staticMethods_sum,publicMethods_sum,privateMethods_sum,protectedMethods_sum,defaultMethods_sum,abstractMethods_sum,finalMethods_sum,synchronizedMethods_sum,totalFields_sum,staticFields_sum,publicFields_sum,privateFields_sum,protectedFields_sum,defaultFields_sum,finalFields_sum,synchronizedFields_sum,nosi_sum,loc_sum,returnQty_sum,loopQty_sum,comparisonsQty_sum,tryCatchQty_sum,parenthesizedExpsQty_sum,stringLiteralsQty_sum,numbersQty_sum,assignmentsQty_sum,mathOperationsQty_sum,variablesQty_sum,maxNestedBlocks_sum,anonymousClassesQty_sum,subClassesQty_sum,lambdasQty_sum,uniqueWordsQty_sum,modifiers_sum,cbo_max,wmc_max,dit_max,rfc_max,lcom_max,totalMethods_max,staticMethods_max,publicMethods_max,privateMethods_max,protectedMethods_max,defaultMethods_max,abstractMethods_max,finalMethods_max,synchronizedMethods_max,totalFields_max,staticFields_max,publicFields_max,privateFields_max,protectedFields_max,defaultFields_max,finalFields_max,synchronizedFields_max,nosi_max,loc_max,returnQty_max,loopQty_max,comparisonsQty_max,tryCatchQty_max,parenthesizedExpsQty_max,stringLiteralsQty_max,numbersQty_max,assignmentsQty_max,mathOperationsQty_max,variablesQty_max,maxNestedBlocks_max,anonymousClassesQty_max,subClassesQty_max,lambdasQty_max,uniqueWordsQty_max,modifiers_max,cbo_std,wmc_std,dit_std,rfc_std,lcom_std,totalMethods_std,staticMethods_std,publicMethods_std,privateMethods_std,protectedMethods_std,defaultMethods_std,abstractMethods_std,finalMethods_std,synchronizedMethods_std,totalFields_std,staticFields_std,publicFields_std,privateFields_std,protectedFields_std,defaultFields_std,finalFields_std,synchronizedFields_std,nosi_std,loc_std,returnQty_std,loopQty_std,comparisonsQty_std,tryCatchQty_std,parenthesizedExpsQty_std,stringLiteralsQty_std,numbersQty_std,assignmentsQty_std,mathOperationsQty_std,variablesQty_std,maxNestedBlocks_std,anonymousClassesQty_std,subClassesQty_std,lambdasQty_std,uniqueWordsQty_std,modifiers_std,cbo_mean,wmc_mean,dit_mean,rfc_mean,lcom_mean,totalMethods_mean,staticMethods_mean,publicMethods_mean,privateMethods_mean,protectedMethods_mean,defaultMethods_mean,abstractMethods_mean,finalMethods_mean,synchronizedMethods_mean,totalFields_mean,staticFields_mean,publicFields_mean,privateFields_mean,protectedFields_mean,defaultFields_mean,finalFields_mean,synchronizedFields_mean,nosi_mean,loc_mean,returnQty_mean,loopQty_mean,comparisonsQty_mean,tryCatchQty_mean,parenthesizedExpsQty_mean,stringLiteralsQty_mean,numbersQty_mean,assignmentsQty_mean,mathOperationsQty_mean,variablesQty_mean,maxNestedBlocks_mean,anonymousClassesQty_mean,subClassesQty_mean,lambdasQty_mean,uniqueWordsQty_mean,modifiers_mean,Label
jhy-jsoup,409,1520,143,1257,12765,959,80,708,65,15,0,4,1,0,113,29,0,94,1,0,34,0,773,10031,552,131,106,16,53,4459,2677,1327,77,1168,50,0,59,0,5664,5205,34,167,30,93,3567,87,12,77,17,13,0,3,1,0,18,9,0,16,1,0,9,0,126,2250,86,25,15,3,10,2147,2161,154,14,149,3,0,21,0,377,1025,409,1520,143,1257,12765,959,80,708,65,15,0,4,1,0,113,29,0,94,1,0,34,0,773,10031,552,131,106,16,53,4459,2677,1327,77,1168,50,0,59,0,5664,5205,34,167,30,93,3567,87,12,77,17,13,0,3,1,0,18,9,0,16,1,0,9,0,126,2250,86,25,15,3,10,2147,2161,154,14,149,3,0,21,0,377,1025,bunch
mockito-mockito,5814,6239,1431,7999,30055,4607,620,3689,396,41,0,17,4,1,1056,164,71,766,17,0,417,0,5762,47029,1767,259,287,503,152,5277,3100,3821,442,3586,379,302,682,3,43665,15166,49,117,19,167,6441,114,82,113,9,5,0,6,2,1,17,10,8,17,13,0,11,0,328,824,105,20,41,23,35,445,482,282,73,138,5,12,24,1,1599,1025,5814,6239,1431,7999,30055,4607,620,3689,396,41,0,17,4,1,1056,164,71,766,17,0,417,0,5762,47029,1767,259,287,503,152,5277,3100,3821,442,3586,379,302,682,3,43665,15166,49,117,19,167,6441,114,82,113,9,5,0,6,2,1,17,10,8,17,13,0,11,0,328,824,105,20,41,23,35,445,482,282,73,138,5,12,24,1,1599,1025,bunch
oracle-opengrok,4686,10258,1252,10996,59400,5057,562,3631,650,375,2,80,26,32,1933,898,276,1469,92,0,1070,0,3686,68928,2889,809,941,636,478,14959,4479,9857,1522,8008,871,104,99,253,51476,25987,67,292,10,232,17934,193,61,188,27,21,1,12,7,19,82,31,24,73,13,0,23,0,450,1329,119,35,64,25,24,614,172,264,56,196,8,9,9,50,658,1025,4686,10258,1252,10996,59400,5057,562,3631,650,375,2,80,26,32,1933,898,276,1469,92,0,1070,0,3686,68928,2889,809,941,636,478,14959,4479,9857,1522,8008,871,104,99,253,51476,25987,67,292,10,232,17934,193,61,188,27,21,1,12,7,19,82,31,24,73,13,0,23,0,450,1329,119,35,64,25,24,614,172,264,56,196,8,9,9,50,658,1025,bunch
pmd-pmd,15145,21027,5976,19915,145962,12341,780,9589,1403,517,1,103,101,3,3133,1394,405,2352,189,0,1785,0,4022,116431,8418,1526,1332,347,1067,14136,7327,14440,2450,12328,1170,216,268,66,92447,147664,274,288,11,214,25806,228,26,226,27,14,1,28,23,2,56,56,23,43,12,0,56,0,112,1283,230,28,38,22,105,573,282,165,59,157,10,15,15,33,391,1025,15145,21027,5976,19915,145962,12341,780,9589,1403,517,1,103,101,3,3133,1394,405,2352,189,0,1785,0,4022,116431,8418,1526,1332,347,1067,14136,7327,14440,2450,12328,1170,216,268,66,92447,147664,274,288,11,214,25806,228,26,226,27,14,1,28,23,2,56,56,23,43,12,0,56,0,112,1283,230,28,38,22,105,573,282,165,59,157,10,15,15,33,391,1025,bunch
quarkusio-quarkus,12856,14139,2579,19946,29650,7449,1120,4979,1033,298,91,40,14,17,3714,1254,671,2109,123,0,1950,0,4647,106755,4940,1258,1102,840,316,11143,3436,12009,1449,11089,1102,357,553,815,68091,46816,134,193,6,241,1485,55,55,53,39,16,41,8,3,3,54,53,53,34,9,0,54,0,146,1313,68,48,28,49,11,274,524,289,34,246,9,57,14,76,501,1025,12856,14139,2579,19946,29650,7449,1120,4979,1033,298,91,40,14,17,3714,1254,671,2109,123,0,1950,0,4647,106755,4940,1258,1102,840,316,11143,3436,12009,1449,11089,1102,357,553,815,68091,46816,134,193,6,241,1485,55,55,53,39,16,41,8,3,3,54,53,53,34,9,0,54,0,146,1313,68,48,28,49,11,274,524,289,34,246,9,57,14,76,501,1025,bunch
raphw-byte-buddy,13866,8002,2472,15923,49678,6923,591,6147,141,375,8,66,25,1,3021,829,427,2448,98,0,1333,0,10596,136344,1537,194,211,281,226,3839,5212,7250,864,8443,190,256,2720,6,55455,46094,200,211,205,315,17953,190,189,189,6,17,1,6,15,1,51,49,19,51,12,0,49,0,914,5170,191,19,16,29,29,149,253,286,48,286,6,22,132,6,1029,1025,13866,8002,2472,15923,49678,6923,591,6147,141,375,8,66,25,1,3021,829,427,2448,98,0,1333,0,10596,136344,1537,194,211,281,226,3839,5212,7250,864,8443,190,256,2720,6,55455,46094,200,211,205,315,17953,190,189,189,6,17,1,6,15,1,51,49,19,51,12,0,49,0,914,5170,191,19,16,29,29,149,253,286,48,286,6,22,132,6,1029,1025,bunch
redisson-redisson,11402,17648,1829,16138,224971,12993,241,8736,503,576,0,45,34,4,2313,464,85,1574,121,0,1245,0,5842,114118,6947,914,1138,377,494,16517,12828,12805,1702,11464,525,499,163,896,57669,45404,138,353,7,221,24412,225,12,209,19,23,0,6,7,2,290,55,10,62,26,0,60,0,247,2821,211,33,110,35,92,1218,814,290,99,290,6,24,24,53,396,1025,11402,17648,1829,16138,224971,12993,241,8736,503,576,0,45,34,4,2313,464,85,1574,121,0,1245,0,5842,114118,6947,914,1138,377,494,16517,12828,12805,1702,11464,525,499,163,896,57669,45404,138,353,7,221,24412,225,12,209,19,23,0,6,7,2,290,55,10,62,26,0,60,0,247,2821,211,33,110,35,92,1218,814,290,99,290,6,24,24,53,396,1025,bunch
spring-projects-spring-security,14637,14402,2763,19613,21348,10033,413,8021,981,423,47,49,223,4,4166,1022,271,3184,128,0,1672,0,3400,119109,3866,473,884,563,578,15257,4964,14240,1533,12820,906,172,633,313,110898,99791,65,109,20,76,875,109,12,109,17,15,20,3,14,4,50,49,49,45,7,0,49,0,69,769,36,15,19,23,50,160,1330,152,70,130,10,9,26,15,594,1025,14637,14402,2763,19613,21348,10033,413,8021,981,423,47,49,223,4,4166,1022,271,3184,128,0,1672,0,3400,119109,3866,473,884,563,578,15257,4964,14240,1533,12820,906,172,633,313,110898,99791,65,109,20,76,875,109,12,109,17,15,20,3,14,4,50,49,49,45,7,0,49,0,69,769,36,15,19,23,50,160,1330,152,70,130,10,9,26,15,594,1025,bunch
springfox-springfox,2920,2633,446,2848,9509,2123,179,1696,293,29,0,22,0,0,854,62,22,795,9,0,379,0,497,17089,1564,82,65,10,27,1059,146,1600,28,1422,149,143,29,0,10205,10636,52,61,4,87,1824,61,12,60,18,8,0,13,0,0,26,3,7,26,2,0,18,0,19,288,34,5,8,2,6,77,10,33,3,29,5,10,7,0,341,1025,2920,2633,446,2848,9509,2123,179,1696,293,29,0,22,0,0,854,62,22,795,9,0,379,0,497,17089,1564,82,65,10,27,1059,146,1600,28,1422,149,143,29,0,10205,10636,52,61,4,87,1824,61,12,60,18,8,0,13,0,0,26,3,7,26,2,0,18,0,19,288,34,5,8,2,6,77,10,33,3,29,5,10,7,0,341,1025,bunch
testcontainers-testcontainers-java,2108,2140,508,3858,8622,1531,142,1055,162,147,55,18,2,10,729,352,170,510,20,0,384,0,646,16680,761,60,91,201,43,2616,653,2013,301,1855,178,33,34,217,16167,19850,71,124,13,197,3034,81,8,56,12,17,11,5,1,2,33,14,8,26,5,0,11,0,29,767,51,3,14,10,7,116,22,84,16,71,5,3,4,17,442,1025,2108,2140,508,3858,8622,1531,142,1055,162,147,55,18,2,10,729,352,170,510,20,0,384,0,646,16680,761,60,91,201,43,2616,653,2013,301,1855,178,33,34,217,16167,19850,71,124,13,197,3034,81,8,56,12,17,11,5,1,2,33,14,8,26,5,0,11,0,29,767,51,3,14,10,7,116,22,84,16,71,5,3,4,17,442,1025,bunch
uber-NullAway,938,1772,137,1461,11354,872,204,514,182,7,0,0,0,0,210,66,13,146,21,0,104,0,350,12979,662,125,128,30,124,1853,247,1145,179,1000,70,41,162,89,6728,2242,117,431,4,286,3913,90,43,70,60,2,0,0,0,0,28,28,2,11,21,0,28,0,53,1820,178,30,37,21,27,823,35,288,31,239,10,19,19,21,608,1025,938,1772,137,1461,11354,872,204,514,182,7,0,0,0,0,210,66,13,146,21,0,104,0,350,12979,662,125,128,30,124,1853,247,1145,179,1000,70,41,162,89,6728,2242,117,431,4,286,3913,90,43,70,60,2,0,0,0,0,28,28,2,11,21,0,28,0,53,1820,178,30,37,21,27,823,35,288,31,239,10,19,19,21,608,1025,bunch
